a,b,lat1,long1,lat2,long2
3,15,40.41,49.95,31.23,34.78
19,33,29.31,47.96,6.9,79.91
30,35,25.22,51.5,13.72,100.58
11,20,41.68,44.8,42.79,74.58
20,12,42.79,74.58,28.66,77.13
21,6,33.8,35.52,27.48,89.54
37,26,39.91,32.79,27.72,85.32
15,29,31.23,34.78,14.62,121
37,12,39.91,32.79,28.66,77.13
22,35,3.07,101.66,13.72,100.58
21,10,33.8,35.52,35.17,33.33
21,33,33.8,35.52,6.9,79.91
38,32,37.92,58.41,1.29,103.86
18,30,51.17,71.34,25.22,51.5
36,20,-8.65,125.6,42.79,74.58
9,27,39.92,116.33,23.5,58.57
17,7,31.9,35.98,4.88,114.85
32,14,1.29,103.86,33.37,44.37
14,42,33.37,44.37,15.4,44.19
20,11,42.79,74.58,41.68,44.8
28,15,33.7,73.01,31.23,34.78
40,6,41.24,69.3,27.48,89.54
25,3,19.75,96.1,40.41,49.95
19,42,29.31,47.96,15.4,44.19
38,11,37.92,58.41,41.68,44.8
20,4,42.79,74.58,26.19,50.5
2,38,40.18,44.47,37.92,58.41
6,38,27.48,89.54,37.92,58.41
23,1,4.14,73.46,34.49,69.17
3,27,40.41,49.95,23.5,58.57
31,2,24.58,46.71,40.18,44.47
41,10,21.01,105.8,35.17,33.33
23,12,4.14,73.46,28.66,77.13
31,25,24.58,46.71,19.75,96.1
1,39,34.49,69.17,24.44,54.39
41,15,21.01,105.8,31.23,34.78
8,13,11.56,104.9,-6.18,106.77
26,43,27.72,85.32,#N/A,#N/A
8,6,11.56,104.9,27.48,89.54
15,17,31.23,34.78,31.9,35.98
38,38,37.92,58.41,37.92,58.41
12,43,28.66,77.13,#N/A,#N/A
18,20,51.17,71.34,42.79,74.58
5,10,23.8,90.44,35.17,33.33
2,28,40.18,44.47,33.7,73.01
30,27,25.22,51.5,23.5,58.57
39,25,24.44,54.39,19.75,96.1
40,33,41.24,69.3,6.9,79.91
11,23,41.68,44.8,4.14,73.46
3,10,40.41,49.95,35.17,33.33
42,23,15.4,44.19,4.14,73.46
42,6,15.4,44.19,27.48,89.54
6,31,27.48,89.54,24.58,46.71
18,38,51.17,71.34,37.92,58.41
1,8,34.49,69.17,11.56,104.9
24,16,48.03,106.95,35.68,139.68
18,12,51.17,71.34,28.66,77.13
27,34,23.5,58.57,38.6,68.79
42,28,15.4,44.19,33.7,73.01
42,15,15.4,44.19,31.23,34.78
19,23,29.31,47.96,4.14,73.46
25,19,19.75,96.1,29.31,47.96
39,1,24.44,54.39,34.49,69.17
7,18,4.88,114.85,51.17,71.34
13,35,-6.18,106.77,13.72,100.58
12,25,28.66,77.13,19.75,96.1
23,34,4.14,73.46,38.6,68.79
32,6,1.29,103.86,27.48,89.54
30,20,25.22,51.5,42.79,74.58
12,34,28.66,77.13,38.6,68.79
15,10,31.23,34.78,35.17,33.33
8,29,11.56,104.9,14.62,121
21,8,33.8,35.52,11.56,104.9
40,43,41.24,69.3,#N/A,#N/A
35,36,13.72,100.58,-8.65,125.6
5,40,23.8,90.44,41.24,69.3
7,16,4.88,114.85,35.68,139.68
35,21,13.72,100.58,33.8,35.52
11,38,41.68,44.8,37.92,58.41
34,4,38.6,68.79,26.19,50.5
22,25,3.07,101.66,19.75,96.1
29,9,14.62,121,39.92,116.33
16,24,35.68,139.68,48.03,106.95
26,24,27.72,85.32,48.03,106.95
26,30,27.72,85.32,25.22,51.5
8,39,11.56,104.9,24.44,54.39
39,42,24.44,54.39,15.4,44.19
6,37,27.48,89.54,39.91,32.79
41,7,21.01,105.8,4.88,114.85
39,20,24.44,54.39,42.79,74.58
42,25,15.4,44.19,19.75,96.1
32,4,1.29,103.86,26.19,50.5
21,3,33.8,35.52,40.41,49.95
17,38,31.9,35.98,37.92,58.41
15,4,31.23,34.78,26.19,50.5
17,7,31.9,35.98,4.88,114.85
16,15,35.68,139.68,31.23,34.78
17,11,31.9,35.98,41.68,44.8
14,12,33.37,44.37,28.66,77.13
16,17,35.68,139.68,31.9,35.98
33,26,6.9,79.91,27.72,85.32
19,41,29.31,47.96,21.01,105.8
23,15,4.14,73.46,31.23,34.78
11,39,41.68,44.8,24.44,54.39
24,7,48.03,106.95,4.88,114.85
37,26,39.91,32.79,27.72,85.32
26,7,27.72,85.32,4.88,114.85
33,37,6.9,79.91,39.91,32.79
2,24,40.18,44.47,48.03,106.95
32,22,1.29,103.86,3.07,101.66
37,15,39.91,32.79,31.23,34.78
2,28,40.18,44.47,33.7,73.01
9,20,39.92,116.33,42.79,74.58
34,21,38.6,68.79,33.8,35.52
34,6,38.6,68.79,27.48,89.54
8,40,11.56,104.9,41.24,69.3
16,31,35.68,139.68,24.58,46.71
14,29,33.37,44.37,14.62,121
8,37,11.56,104.9,39.91,32.79
21,19,33.8,35.52,29.31,47.96
13,18,-6.18,106.77,51.17,71.34
19,7,29.31,47.96,4.88,114.85
28,35,33.7,73.01,13.72,100.58
20,4,42.79,74.58,26.19,50.5
8,9,11.56,104.9,39.92,116.33
11,2,41.68,44.8,40.18,44.47
18,31,51.17,71.34,24.58,46.71
24,32,48.03,106.95,1.29,103.86
1,7,34.49,69.17,4.88,114.85
13,33,-6.18,106.77,6.9,79.91
35,12,13.72,100.58,28.66,77.13
19,23,29.31,47.96,4.14,73.46
37,43,39.91,32.79,#N/A,#N/A
3,26,40.41,49.95,27.72,85.32
32,1,1.29,103.86,34.49,69.17
11,43,41.68,44.8,#N/A,#N/A
40,28,41.24,69.3,33.7,73.01
14,41,33.37,44.37,21.01,105.8
42,14,15.4,44.19,33.37,44.37
40,39,41.24,69.3,24.44,54.39
34,30,38.6,68.79,25.22,51.5
6,25,27.48,89.54,19.75,96.1
42,7,15.4,44.19,4.88,114.85
30,17,25.22,51.5,31.9,35.98
22,16,3.07,101.66,35.68,139.68
32,25,1.29,103.86,19.75,96.1
28,3,33.7,73.01,40.41,49.95
6,13,27.48,89.54,-6.18,106.77
1,4,34.49,69.17,26.19,50.5
19,28,29.31,47.96,33.7,73.01
11,38,41.68,44.8,37.92,58.41
31,14,24.58,46.71,33.37,44.37
17,20,31.9,35.98,42.79,74.58
13,32,-6.18,106.77,1.29,103.86
14,17,33.37,44.37,31.9,35.98
2,19,40.18,44.47,29.31,47.96
35,36,13.72,100.58,-8.65,125.6
37,6,39.91,32.79,27.48,89.54
22,35,3.07,101.66,13.72,100.58
3,6,40.41,49.95,27.48,89.54
37,21,39.91,32.79,33.8,35.52
34,36,38.6,68.79,-8.65,125.6
8,5,11.56,104.9,23.8,90.44
14,43,33.37,44.37,#N/A,#N/A
14,40,33.37,44.37,41.24,69.3
8,36,11.56,104.9,-8.65,125.6
32,12,1.29,103.86,28.66,77.13
22,32,3.07,101.66,1.29,103.86
31,36,24.58,46.71,-8.65,125.6
38,32,37.92,58.41,1.29,103.86
22,4,3.07,101.66,26.19,50.5
28,14,33.7,73.01,33.37,44.37
33,10,6.9,79.91,35.17,33.33
39,1,24.44,54.39,34.49,69.17
8,1,11.56,104.9,34.49,69.17
36,17,-8.65,125.6,31.9,35.98
7,39,4.88,114.85,24.44,54.39
2,31,40.18,44.47,24.58,46.71
2,36,40.18,44.47,-8.65,125.6
39,3,24.44,54.39,40.41,49.95
11,30,41.68,44.8,25.22,51.5
35,34,13.72,100.58,38.6,68.79
17,5,31.9,35.98,23.8,90.44
35,32,13.72,100.58,1.29,103.86
33,10,6.9,79.91,35.17,33.33
13,28,-6.18,106.77,33.7,73.01
13,26,-6.18,106.77,27.72,85.32
41,12,21.01,105.8,28.66,77.13
11,31,41.68,44.8,24.58,46.71
8,33,11.56,104.9,6.9,79.91
7,19,4.88,114.85,29.31,47.96
24,10,48.03,106.95,35.17,33.33
17,14,31.9,35.98,33.37,44.37
35,31,13.72,100.58,24.58,46.71
21,17,33.8,35.52,31.9,35.98
17,34,31.9,35.98,38.6,68.79
9,37,39.92,116.33,39.91,32.79
27,21,23.5,58.57,33.8,35.52
13,10,-6.18,106.77,35.17,33.33
23,4,4.14,73.46,26.19,50.5
8,3,11.56,104.9,40.41,49.95
22,21,3.07,101.66,33.8,35.52
2,2,40.18,44.47,40.18,44.47
24,19,48.03,106.95,29.31,47.96
9,11,39.92,116.33,41.68,44.8
2,42,40.18,44.47,15.4,44.19
27,16,23.5,58.57,35.68,139.68
24,11,48.03,106.95,41.68,44.8
4,6,26.19,50.5,27.48,89.54
30,3,25.22,51.5,40.41,49.95
32,33,1.29,103.86,6.9,79.91
29,35,14.62,121,13.72,100.58
4,42,26.19,50.5,15.4,44.19
24,39,48.03,106.95,24.44,54.39
40,26,41.24,69.3,27.72,85.32
27,6,23.5,58.57,27.48,89.54
30,1,25.22,51.5,34.49,69.17
14,3,33.37,44.37,40.41,49.95
2,10,40.18,44.47,35.17,33.33
15,41,31.23,34.78,21.01,105.8
19,42,29.31,47.96,15.4,44.19
32,6,1.29,103.86,27.48,89.54
31,39,24.58,46.71,24.44,54.39
2,37,40.18,44.47,39.91,32.79
12,35,28.66,77.13,13.72,100.58
31,37,24.58,46.71,39.91,32.79
2,11,40.18,44.47,41.68,44.8
11,19,41.68,44.8,29.31,47.96
34,27,38.6,68.79,23.5,58.57
39,13,24.44,54.39,-6.18,106.77
8,1,11.56,104.9,34.49,69.17
35,29,13.72,100.58,14.62,121
41,14,21.01,105.8,33.37,44.37
15,41,31.23,34.78,21.01,105.8
39,41,24.44,54.39,21.01,105.8
36,19,-8.65,125.6,29.31,47.96
9,6,39.92,116.33,27.48,89.54
32,16,1.29,103.86,35.68,139.68
27,13,23.5,58.57,-6.18,106.77
14,16,33.37,44.37,35.68,139.68
27,17,23.5,58.57,31.9,35.98
37,22,39.91,32.79,3.07,101.66
8,32,11.56,104.9,1.29,103.86
11,30,41.68,44.8,25.22,51.5
21,18,33.8,35.52,51.17,71.34
39,18,24.44,54.39,51.17,71.34
38,21,37.92,58.41,33.8,35.52
13,3,-6.18,106.77,40.41,49.95
10,33,35.17,33.33,6.9,79.91
13,10,-6.18,106.77,35.17,33.33
19,15,29.31,47.96,31.23,34.78
30,16,25.22,51.5,35.68,139.68
18,15,51.17,71.34,31.23,34.78
24,7,48.03,106.95,4.88,114.85
37,34,39.91,32.79,38.6,68.79
1,13,34.49,69.17,-6.18,106.77
34,34,38.6,68.79,38.6,68.79
22,7,3.07,101.66,4.88,114.85
4,7,26.19,50.5,4.88,114.85
37,23,39.91,32.79,4.14,73.46
35,29,13.72,100.58,14.62,121
24,32,48.03,106.95,1.29,103.86
42,4,15.4,44.19,26.19,50.5
20,21,42.79,74.58,33.8,35.52
1,17,34.49,69.17,31.9,35.98
40,6,41.24,69.3,27.48,89.54
4,43,26.19,50.5,#N/A,#N/A
39,25,24.44,54.39,19.75,96.1
21,42,33.8,35.52,15.4,44.19
6,1,27.48,89.54,34.49,69.17
25,10,19.75,96.1,35.17,33.33
24,11,48.03,106.95,41.68,44.8
3,30,40.41,49.95,25.22,51.5
25,34,19.75,96.1,38.6,68.79
29,8,14.62,121,11.56,104.9
9,10,39.92,116.33,35.17,33.33
31,6,24.58,46.71,27.48,89.54
8,15,11.56,104.9,31.23,34.78
27,14,23.5,58.57,33.37,44.37
42,1,15.4,44.19,34.49,69.17
41,7,21.01,105.8,4.88,114.85
31,40,24.58,46.71,41.24,69.3
41,39,21.01,105.8,24.44,54.39
35,30,13.72,100.58,25.22,51.5
40,2,41.24,69.3,40.18,44.47
24,21,48.03,106.95,33.8,35.52
2,34,40.18,44.47,38.6,68.79
21,3,33.8,35.52,40.41,49.95
40,35,41.24,69.3,13.72,100.58
23,39,4.14,73.46,24.44,54.39
22,33,3.07,101.66,6.9,79.91
10,29,35.17,33.33,14.62,121
30,41,25.22,51.5,21.01,105.8
6,39,27.48,89.54,24.44,54.39
20,18,42.79,74.58,51.17,71.34
18,12,51.17,71.34,28.66,77.13
12,36,28.66,77.13,-8.65,125.6
19,34,29.31,47.96,38.6,68.79
6,40,27.48,89.54,41.24,69.3
9,12,39.92,116.33,28.66,77.13
40,37,41.24,69.3,39.91,32.79
25,31,19.75,96.1,24.58,46.71
39,33,24.44,54.39,6.9,79.91
29,33,14.62,121,6.9,79.91
35,9,13.72,100.58,39.92,116.33
21,41,33.8,35.52,21.01,105.8
38,38,37.92,58.41,37.92,58.41
38,36,37.92,58.41,-8.65,125.6
6,23,27.48,89.54,4.14,73.46
14,26,33.37,44.37,27.72,85.32
36,41,-8.65,125.6,21.01,105.8
27,34,23.5,58.57,38.6,68.79
20,36,42.79,74.58,-8.65,125.6
24,14,48.03,106.95,33.37,44.37
22,19,3.07,101.66,29.31,47.96
37,11,39.91,32.79,41.68,44.8
10,24,35.17,33.33,48.03,106.95
18,21,51.17,71.34,33.8,35.52
23,9,4.14,73.46,39.92,116.33
22,36,3.07,101.66,-8.65,125.6
1,29,34.49,69.17,14.62,121
36,24,-8.65,125.6,48.03,106.95
5,32,23.8,90.44,1.29,103.86
22,15,3.07,101.66,31.23,34.78
35,13,13.72,100.58,-6.18,106.77
30,40,25.22,51.5,41.24,69.3
33,33,6.9,79.91,6.9,79.91
28,10,33.7,73.01,35.17,33.33
12,42,28.66,77.13,15.4,44.19
6,13,27.48,89.54,-6.18,106.77
16,37,35.68,139.68,39.91,32.79
6,33,27.48,89.54,6.9,79.91
16,18,35.68,139.68,51.17,71.34
40,20,41.24,69.3,42.79,74.58
5,34,23.8,90.44,38.6,68.79
31,36,24.58,46.71,-8.65,125.6
21,5,33.8,35.52,23.8,90.44
11,41,41.68,44.8,21.01,105.8
31,36,24.58,46.71,-8.65,125.6
13,13,-6.18,106.77,-6.18,106.77
20,29,42.79,74.58,14.62,121
4,43,26.19,50.5,#N/A,#N/A
8,15,11.56,104.9,31.23,34.78
7,15,4.88,114.85,31.23,34.78
17,1,31.9,35.98,34.49,69.17
14,34,33.37,44.37,38.6,68.79
32,43,1.29,103.86,#N/A,#N/A
8,11,11.56,104.9,41.68,44.8
36,15,-8.65,125.6,31.23,34.78
42,31,15.4,44.19,24.58,46.71
7,43,4.88,114.85,#N/A,#N/A
9,23,39.92,116.33,4.14,73.46
28,36,33.7,73.01,-8.65,125.6
8,23,11.56,104.9,4.14,73.46
28,32,33.7,73.01,1.29,103.86
16,17,35.68,139.68,31.9,35.98
5,26,23.8,90.44,27.72,85.32
21,38,33.8,35.52,37.92,58.41
32,43,1.29,103.86,#N/A,#N/A
15,36,31.23,34.78,-8.65,125.6
20,10,42.79,74.58,35.17,33.33
2,22,40.18,44.47,3.07,101.66
7,38,4.88,114.85,37.92,58.41
15,3,31.23,34.78,40.41,49.95
31,15,24.58,46.71,31.23,34.78
31,25,24.58,46.71,19.75,96.1
26,16,27.72,85.32,35.68,139.68
24,35,48.03,106.95,13.72,100.58
18,33,51.17,71.34,6.9,79.91
32,37,1.29,103.86,39.91,32.79
9,8,39.92,116.33,11.56,104.9
12,10,28.66,77.13,35.17,33.33
38,13,37.92,58.41,-6.18,106.77
38,26,37.92,58.41,27.72,85.32
22,20,3.07,101.66,42.79,74.58
29,9,14.62,121,39.92,116.33
30,12,25.22,51.5,28.66,77.13
6,17,27.48,89.54,31.9,35.98
4,32,26.19,50.5,1.29,103.86
22,14,3.07,101.66,33.37,44.37
17,21,31.9,35.98,33.8,35.52
23,38,4.14,73.46,37.92,58.41
9,4,39.92,116.33,26.19,50.5
13,21,-6.18,106.77,33.8,35.52
18,15,51.17,71.34,31.23,34.78
16,6,35.68,139.68,27.48,89.54
38,5,37.92,58.41,23.8,90.44
32,11,1.29,103.86,41.68,44.8
11,40,41.68,44.8,41.24,69.3
38,3,37.92,58.41,40.41,49.95
37,30,39.91,32.79,25.22,51.5
42,16,15.4,44.19,35.68,139.68
23,31,4.14,73.46,24.58,46.71
17,26,31.9,35.98,27.72,85.32
18,41,51.17,71.34,21.01,105.8
20,11,42.79,74.58,41.68,44.8
21,26,33.8,35.52,27.72,85.32
21,9,33.8,35.52,39.92,116.33
27,16,23.5,58.57,35.68,139.68
31,9,24.58,46.71,39.92,116.33
12,27,28.66,77.13,23.5,58.57
27,38,23.5,58.57,37.92,58.41
7,43,4.88,114.85,#N/A,#N/A
14,21,33.37,44.37,33.8,35.52
16,3,35.68,139.68,40.41,49.95
33,16,6.9,79.91,35.68,139.68
10,24,35.17,33.33,48.03,106.95
18,41,51.17,71.34,21.01,105.8
28,29,33.7,73.01,14.62,121
21,7,33.8,35.52,4.88,114.85
8,35,11.56,104.9,13.72,100.58
38,32,37.92,58.41,1.29,103.86
14,5,33.37,44.37,23.8,90.44
23,6,4.14,73.46,27.48,89.54
27,21,23.5,58.57,33.8,35.52
28,30,33.7,73.01,25.22,51.5
36,36,-8.65,125.6,-8.65,125.6
30,13,25.22,51.5,-6.18,106.77
29,22,14.62,121,3.07,101.66
36,1,-8.65,125.6,34.49,69.17
2,24,40.18,44.47,48.03,106.95
16,11,35.68,139.68,41.68,44.8
4,16,26.19,50.5,35.68,139.68
34,3,38.6,68.79,40.41,49.95
18,22,51.17,71.34,3.07,101.66
21,38,33.8,35.52,37.92,58.41
41,9,21.01,105.8,39.92,116.33
41,29,21.01,105.8,14.62,121
5,38,23.8,90.44,37.92,58.41
25,13,19.75,96.1,-6.18,106.77
28,36,33.7,73.01,-8.65,125.6
35,2,13.72,100.58,40.18,44.47
38,12,37.92,58.41,28.66,77.13
38,19,37.92,58.41,29.31,47.96
12,11,28.66,77.13,41.68,44.8
9,34,39.92,116.33,38.6,68.79
30,7,25.22,51.5,4.88,114.85
10,30,35.17,33.33,25.22,51.5
15,11,31.23,34.78,41.68,44.8
39,25,24.44,54.39,19.75,96.1
19,33,29.31,47.96,6.9,79.91
5,12,23.8,90.44,28.66,77.13
14,14,33.37,44.37,33.37,44.37
1,40,34.49,69.17,41.24,69.3
6,2,27.48,89.54,40.18,44.47
35,4,13.72,100.58,26.19,50.5
40,31,41.24,69.3,24.58,46.71
10,17,35.17,33.33,31.9,35.98
35,23,13.72,100.58,4.14,73.46
35,40,13.72,100.58,41.24,69.3
2,16,40.18,44.47,35.68,139.68
26,2,27.72,85.32,40.18,44.47
25,2,19.75,96.1,40.18,44.47
9,13,39.92,116.33,-6.18,106.77
36,20,-8.65,125.6,42.79,74.58
1,41,34.49,69.17,21.01,105.8
22,10,3.07,101.66,35.17,33.33
16,8,35.68,139.68,11.56,104.9
42,23,15.4,44.19,4.14,73.46
4,41,26.19,50.5,21.01,105.8
28,17,33.7,73.01,31.9,35.98
34,17,38.6,68.79,31.9,35.98
25,29,19.75,96.1,14.62,121
42,41,15.4,44.19,21.01,105.8
2,24,40.18,44.47,48.03,106.95
39,39,24.44,54.39,24.44,54.39
41,12,21.01,105.8,28.66,77.13
29,43,14.62,121,#N/A,#N/A
15,23,31.23,34.78,4.14,73.46
37,22,39.91,32.79,3.07,101.66
16,33,35.68,139.68,6.9,79.91
16,7,35.68,139.68,4.88,114.85
29,27,14.62,121,23.5,58.57
42,29,15.4,44.19,14.62,121
26,19,27.72,85.32,29.31,47.96
8,14,11.56,104.9,33.37,44.37
37,41,39.91,32.79,21.01,105.8
1,15,34.49,69.17,31.23,34.78
17,34,31.9,35.98,38.6,68.79
9,6,39.92,116.33,27.48,89.54
30,35,25.22,51.5,13.72,100.58
25,7,19.75,96.1,4.88,114.85
40,18,41.24,69.3,51.17,71.34
4,25,26.19,50.5,19.75,96.1
21,8,33.8,35.52,11.56,104.9
29,18,14.62,121,51.17,71.34
42,32,15.4,44.19,1.29,103.86
36,10,-8.65,125.6,35.17,33.33
39,19,24.44,54.39,29.31,47.96
12,30,28.66,77.13,25.22,51.5
35,34,13.72,100.58,38.6,68.79
39,29,24.44,54.39,14.62,121
26,25,27.72,85.32,19.75,96.1
8,1,11.56,104.9,34.49,69.17
13,1,-6.18,106.77,34.49,69.17
1,12,34.49,69.17,28.66,77.13
31,8,24.58,46.71,11.56,104.9
39,34,24.44,54.39,38.6,68.79
8,17,11.56,104.9,31.9,35.98
33,37,6.9,79.91,39.91,32.79
17,35,31.9,35.98,13.72,100.58
18,28,51.17,71.34,33.7,73.01
17,13,31.9,35.98,-6.18,106.77
29,37,14.62,121,39.91,32.79
41,28,21.01,105.8,33.7,73.01
6,16,27.48,89.54,35.68,139.68
23,38,4.14,73.46,37.92,58.41
38,34,37.92,58.41,38.6,68.79
29,24,14.62,121,48.03,106.95
2,14,40.18,44.47,33.37,44.37
12,21,28.66,77.13,33.8,35.52
10,38,35.17,33.33,37.92,58.41
25,12,19.75,96.1,28.66,77.13
15,7,31.23,34.78,4.88,114.85
20,22,42.79,74.58,3.07,101.66
17,14,31.9,35.98,33.37,44.37
19,30,29.31,47.96,25.22,51.5
20,41,42.79,74.58,21.01,105.8
9,35,39.92,116.33,13.72,100.58
1,25,34.49,69.17,19.75,96.1
14,23,33.37,44.37,4.14,73.46
35,33,13.72,100.58,6.9,79.91
16,3,35.68,139.68,40.41,49.95
23,25,4.14,73.46,19.75,96.1
20,9,42.79,74.58,39.92,116.33
21,26,33.8,35.52,27.72,85.32
1,41,34.49,69.17,21.01,105.8
42,12,15.4,44.19,28.66,77.13
31,43,24.58,46.71,#N/A,#N/A
21,38,33.8,35.52,37.92,58.41
14,12,33.37,44.37,28.66,77.13
18,12,51.17,71.34,28.66,77.13
1,26,34.49,69.17,27.72,85.32
15,23,31.23,34.78,4.14,73.46
13,40,-6.18,106.77,41.24,69.3
11,42,41.68,44.8,15.4,44.19
1,41,34.49,69.17,21.01,105.8
2,3,40.18,44.47,40.41,49.95
41,3,21.01,105.8,40.41,49.95
24,21,48.03,106.95,33.8,35.52
40,37,41.24,69.3,39.91,32.79
41,3,21.01,105.8,40.41,49.95
35,7,13.72,100.58,4.88,114.85
28,30,33.7,73.01,25.22,51.5
5,23,23.8,90.44,4.14,73.46
4,41,26.19,50.5,21.01,105.8
8,7,11.56,104.9,4.88,114.85
14,28,33.37,44.37,33.7,73.01
2,25,40.18,44.47,19.75,96.1
23,40,4.14,73.46,41.24,69.3
14,38,33.37,44.37,37.92,58.41
33,39,6.9,79.91,24.44,54.39
25,37,19.75,96.1,39.91,32.79
30,43,25.22,51.5,#N/A,#N/A
26,32,27.72,85.32,1.29,103.86
13,40,-6.18,106.77,41.24,69.3
7,21,4.88,114.85,33.8,35.52
16,30,35.68,139.68,25.22,51.5
24,22,48.03,106.95,3.07,101.66
18,7,51.17,71.34,4.88,114.85
33,14,6.9,79.91,33.37,44.37
12,35,28.66,77.13,13.72,100.58
32,28,1.29,103.86,33.7,73.01
21,1,33.8,35.52,34.49,69.17
35,2,13.72,100.58,40.18,44.47
36,42,-8.65,125.6,15.4,44.19
1,13,34.49,69.17,-6.18,106.77
35,26,13.72,100.58,27.72,85.32
12,22,28.66,77.13,3.07,101.66
26,14,27.72,85.32,33.37,44.37
11,34,41.68,44.8,38.6,68.79
4,2,26.19,50.5,40.18,44.47
16,16,35.68,139.68,35.68,139.68
18,36,51.17,71.34,-8.65,125.6
34,20,38.6,68.79,42.79,74.58
27,33,23.5,58.57,6.9,79.91
14,26,33.37,44.37,27.72,85.32
28,26,33.7,73.01,27.72,85.32
29,23,14.62,121,4.14,73.46
36,26,-8.65,125.6,27.72,85.32
30,22,25.22,51.5,3.07,101.66
42,6,15.4,44.19,27.48,89.54
11,35,41.68,44.8,13.72,100.58
39,19,24.44,54.39,29.31,47.96
41,7,21.01,105.8,4.88,114.85
42,13,15.4,44.19,-6.18,106.77
15,11,31.23,34.78,41.68,44.8
11,23,41.68,44.8,4.14,73.46
17,34,31.9,35.98,38.6,68.79
15,22,31.23,34.78,3.07,101.66
24,41,48.03,106.95,21.01,105.8
25,42,19.75,96.1,15.4,44.19
4,32,26.19,50.5,1.29,103.86
13,41,-6.18,106.77,21.01,105.8
14,37,33.37,44.37,39.91,32.79
34,23,38.6,68.79,4.14,73.46
4,25,26.19,50.5,19.75,96.1
41,35,21.01,105.8,13.72,100.58
30,19,25.22,51.5,29.31,47.96
4,18,26.19,50.5,51.17,71.34
30,39,25.22,51.5,24.44,54.39
20,20,42.79,74.58,42.79,74.58
3,9,40.41,49.95,39.92,116.33
20,35,42.79,74.58,13.72,100.58
42,32,15.4,44.19,1.29,103.86
40,32,41.24,69.3,1.29,103.86
35,8,13.72,100.58,11.56,104.9
42,39,15.4,44.19,24.44,54.39
18,11,51.17,71.34,41.68,44.8
19,9,29.31,47.96,39.92,116.33
4,1,26.19,50.5,34.49,69.17
7,2,4.88,114.85,40.18,44.47
26,21,27.72,85.32,33.8,35.52
10,14,35.17,33.33,33.37,44.37
2,5,40.18,44.47,23.8,90.44
41,37,21.01,105.8,39.91,32.79
41,38,21.01,105.8,37.92,58.41
18,24,51.17,71.34,48.03,106.95
1,34,34.49,69.17,38.6,68.79
26,36,27.72,85.32,-8.65,125.6
26,20,27.72,85.32,42.79,74.58
29,7,14.62,121,4.88,114.85
4,18,26.19,50.5,51.17,71.34
1,35,34.49,69.17,13.72,100.58
6,32,27.48,89.54,1.29,103.86
1,42,34.49,69.17,15.4,44.19
2,37,40.18,44.47,39.91,32.79
21,23,33.8,35.52,4.14,73.46
35,15,13.72,100.58,31.23,34.78
23,33,4.14,73.46,6.9,79.91
33,41,6.9,79.91,21.01,105.8
41,1,21.01,105.8,34.49,69.17
38,5,37.92,58.41,23.8,90.44
2,2,40.18,44.47,40.18,44.47
40,3,41.24,69.3,40.41,49.95
9,21,39.92,116.33,33.8,35.52
32,31,1.29,103.86,24.58,46.71
27,36,23.5,58.57,-8.65,125.6
4,7,26.19,50.5,4.88,114.85
29,41,14.62,121,21.01,105.8
32,15,1.29,103.86,31.23,34.78
22,15,3.07,101.66,31.23,34.78
34,30,38.6,68.79,25.22,51.5
27,30,23.5,58.57,25.22,51.5
1,27,34.49,69.17,23.5,58.57
32,40,1.29,103.86,41.24,69.3
32,13,1.29,103.86,-6.18,106.77
18,33,51.17,71.34,6.9,79.91
31,37,24.58,46.71,39.91,32.79
5,22,23.8,90.44,3.07,101.66
32,23,1.29,103.86,4.14,73.46
38,4,37.92,58.41,26.19,50.5
22,12,3.07,101.66,28.66,77.13
40,33,41.24,69.3,6.9,79.91
31,2,24.58,46.71,40.18,44.47
6,17,27.48,89.54,31.9,35.98
28,22,33.7,73.01,3.07,101.66
7,20,4.88,114.85,42.79,74.58
20,21,42.79,74.58,33.8,35.52
14,32,33.37,44.37,1.29,103.86
23,30,4.14,73.46,25.22,51.5
33,6,6.9,79.91,27.48,89.54
11,42,41.68,44.8,15.4,44.19
36,7,-8.65,125.6,4.88,114.85
7,33,4.88,114.85,6.9,79.91
6,34,27.48,89.54,38.6,68.79
8,36,11.56,104.9,-8.65,125.6
16,31,35.68,139.68,24.58,46.71
12,19,28.66,77.13,29.31,47.96
39,11,24.44,54.39,41.68,44.8
32,6,1.29,103.86,27.48,89.54
24,25,48.03,106.95,19.75,96.1
37,2,39.91,32.79,40.18,44.47
12,20,28.66,77.13,42.79,74.58
17,1,31.9,35.98,34.49,69.17
22,10,3.07,101.66,35.17,33.33
12,36,28.66,77.13,-8.65,125.6
9,15,39.92,116.33,31.23,34.78
23,25,4.14,73.46,19.75,96.1
40,6,41.24,69.3,27.48,89.54
33,32,6.9,79.91,1.29,103.86
34,42,38.6,68.79,15.4,44.19
25,22,19.75,96.1,3.07,101.66
37,41,39.91,32.79,21.01,105.8
36,41,-8.65,125.6,21.01,105.8
34,38,38.6,68.79,37.92,58.41
40,39,41.24,69.3,24.44,54.39
26,21,27.72,85.32,33.8,35.52
40,36,41.24,69.3,-8.65,125.6
24,27,48.03,106.95,23.5,58.57
22,10,3.07,101.66,35.17,33.33
26,33,27.72,85.32,6.9,79.91
38,37,37.92,58.41,39.91,32.79
19,12,29.31,47.96,28.66,77.13
9,24,39.92,116.33,48.03,106.95
16,43,35.68,139.68,#N/A,#N/A
