"fixed acidity;""volatile acidity"";""citric acid"";""residual sugar"";""chlorides"";""free sulfur dioxide"";""total sulfur dioxide"";""density"";""pH"";""sulphates"";""alcohol"";""quality""",,
6.1;0.36;0.58;15;0.044;42;115;0.9978;3.15;0.51;9;5,0.297505421,3456
7.7;0.17;0.52;5.9;0.017;21;84;0.9929;3.14;0.4;11.9;7,0.270551887,3584
6.4;0.26;0.43;12.6;0.033;64;230;0.9974;3.08;0.38;8.9;5,0.593551142,1996
6.5;0.26;0.28;12.5;0.046;80;225;0.99685;3.18;0.41;10;6,0.770172288,1075
5.9;0.29;0.33;7.4;0.037;58;205;0.99495;3.26;0.41;9.6;5,0.515645038,2420
6.2;0.28;0.43;13;0.039;64;233;0.99745;3.08;0.38;8.9;5,0.024256668,4772
6.1;0.27;0.44;6.7;0.041;61;230;0.99505;3.12;0.4;8.9;5,0.060637859,4587
6.4;0.43;0.32;1.4;0.048;10;67;0.992;3.08;0.41;11.4;5,0.836738985,753
6.1;0.36;0.58;15;0.044;42;115;0.9978;3.15;0.51;9;5,0.435978893,2775
6.2;0.35;0.29;7.3;0.044;56;244;0.9956;3.36;0.55;10;6,0.755099903,1161
7.7;0.24;0.29;15.3;0.044;39;194;0.9982;3.06;0.47;9.6;7,0.609387643,1911
6.2;0.34;0.28;7.5;0.034;40;197;0.99485;3.14;0.6;9.7;5,0.873320467,603
6.3;0.27;0.46;11.75;0.037;61;212;0.9971;3.25;0.53;9.5;6,0.927530748,342
5.4;0.415;0.19;1.6;0.039;27;88;0.99265;3.54;0.41;10;7,0.725615215,1320
6.9;0.48;0.36;3.5;0.03;31;135;0.9904;3.14;0.38;12.2;7,0.038288117,4715
6.5;0.18;0.33;8;0.051;16;131;0.9965;3.28;0.44;8.7;7,0.579042721,2072
6.7;0.15;0.29;5;0.058;28;105;0.9946;3.52;0.44;10.2;7,0.68448539,1536
8.2;0.345;1;18.2;0.047;55;205;0.99965;2.96;0.43;9.6;5,0.001591879,4890
8.5;0.16;0.35;1.6;0.039;24;147;0.9935;2.96;0.36;10;5,0.499940561,2481
6.8;0.705;0.25;3.2;0.048;10;57;0.996;3.36;0.52;9.5;4,0.297056365,3458
7.3;0.25;0.39;6.4;0.034;8;84;0.9942;3.18;0.46;11.5;5,0.812733229,888
7.6;0.345;0.26;1.9;0.043;15;134;0.9936;3.08;0.38;9.5;5,0.573430426,2106
7.6;0.22;0.34;9.7;0.035;26;143;0.9965;3.08;0.49;9.8;6,0.216505411,3846
6.5;0.17;0.33;1.4;0.028;14;99;0.9928;3.23;0.55;10.1;6,0.114359231,4332
8.2;0.23;0.37;1.3;0.042;39;117;0.9928;2.99;0.36;10;5,0.277492537,3551
7.6;0.22;0.34;9.7;0.035;26;143;0.9965;3.08;0.49;9.8;6,0.471787698,2616
7.6;0.345;0.26;1.9;0.043;15;134;0.9936;3.08;0.38;9.5;5,0.650665957,1690
7.5;0.32;0.26;1.8;0.042;13;133;0.9938;3.07;0.38;9.5;5,0.697649289,1474
6.6;0.23;0.32;0.9;0.041;25;79;0.9926;3.39;0.54;10.2;7,0.504154991,2469
6.6;0.2;0.32;1.1;0.039;25;78;0.9926;3.39;0.54;10.2;7,0.261053832,3627
7.3;0.24;0.34;15.4;0.05;38;174;0.9983;3.03;0.42;9;6,0.042849823,4691
7.3;0.24;0.34;15.4;0.05;38;174;0.9983;3.03;0.42;9;6,0.977091945,111
8;0.42;0.36;5;0.037;34;101;0.992;3.13;0.57;12.3;7,0.569556603,2127
7.3;0.24;0.34;15.4;0.05;38;174;0.9983;3.03;0.42;9;6,0.131678317,4235
6.1;0.19;0.25;4;0.023;23;112;0.9923;3.37;0.51;11.6;6,0.058061471,4602
5.9;0.26;0.21;12.5;0.034;36;152;0.9972;3.28;0.43;9.5;6,0.14779979,4170
8.3;0.23;0.43;3.2;0.035;14;101;0.9928;3.15;0.36;11.5;5,0.962978271,179
6.5;0.34;0.28;1.8;0.041;43;188;0.9928;3.13;0.37;9.6;6,0.282404036,3527
6.8;0.22;0.35;17.5;0.039;38;153;0.9994;3.24;0.42;9;6,0.818033767,857
6.5;0.08;0.33;1.9;0.028;23;93;0.991;3.34;0.7;12;7,0.327486555,3297
5.5;0.42;0.09;1.6;0.019;18;68;0.9906;3.33;0.51;11.4;7,0.913942257,402
5.1;0.42;0.01;1.5;0.017;25;102;0.9894;3.38;0.36;12.3;7,0.118836886,4302
6;0.27;0.19;1.7;0.02;24;110;0.9898;3.32;0.47;12.6;7,0.488641257,2538
6.8;0.22;0.35;17.5;0.039;38;153;0.9994;3.24;0.42;9;6,0.502211769,2474
6.5;0.08;0.33;1.9;0.028;23;93;0.991;3.34;0.7;12;7,0.755800801,1155
7.1;0.13;0.38;1.8;0.046;14;114;0.9925;3.32;0.9;11.7;6,0.649587153,1699
7.6;0.3;0.25;4.3;0.054;22;111;0.9956;3.12;0.49;9.2;5,0.67699063,1574
6.6;0.13;0.3;4.9;0.058;47;131;0.9946;3.51;0.45;10.3;6,0.349189005,3189
6.5;0.14;0.33;7.6;0.05;53;189;0.9966;3.25;0.49;8.6;5,0.60495672,1936
7.7;0.28;0.33;6.7;0.037;32;155;0.9951;3.39;0.62;10.7;7,0.968380435,150
6;0.2;0.71;1.6;0.15;10;54;0.9927;3.12;0.47;9.8;5,0.935042108,300
6;0.19;0.71;1.5;0.152;9;55;0.9927;3.12;0.46;9.8;6,0.197009323,3932
7.7;0.28;0.33;6.7;0.037;32;155;0.9951;3.39;0.62;10.7;7,0.116140537,4324
5.1;0.39;0.21;1.7;0.027;15;72;0.9894;3.5;0.45;12.5;6,0.910268946,422
5.7;0.36;0.34;4.2;0.026;21;77;0.9907;3.41;0.45;11.9;6,0.569918462,2123
6.9;0.19;0.33;1.6;0.043;63;149;0.9925;3.44;0.52;10.8;5,0.933671981,306
6;0.41;0.21;1.9;0.05;29;122;0.9928;3.42;0.52;10.5;6,0.962773727,181
7.4;0.28;0.3;5.3;0.054;44;161;0.9941;3.12;0.48;10.3;6,0.305278369,3415
7.4;0.3;0.3;5.2;0.053;45;163;0.9941;3.12;0.45;10.3;6,0.86733019,629
6.9;0.19;0.33;1.6;0.043;63;149;0.9925;3.44;0.52;10.8;5,0.279884647,3537
7.7;0.28;0.39;8.9;0.036;8;117;0.9935;3.06;0.38;12;7,0.855635395,682
8.6;0.16;0.38;3.4;0.04;41;143;0.9932;2.95;0.39;10.2;6,0.323144645,3317
8.2;0.26;0.44;1.3;0.046;7;69;0.9944;3.14;0.62;10.2;4,0.178575113,4031
6.5;0.25;0.27;15.2;0.049;75;217;0.9972;3.19;0.39;9.9;5,0.203337445,3897
7;0.24;0.18;1.3;0.046;9;62;0.994;3.38;0.47;10.1;4,0.419115157,2857
8.6;0.18;0.36;1.8;0.04;24;187;0.9956;3.25;0.55;9.5;6,0.437048743,2772
7.8;0.27;0.34;1.6;0.046;27;154;0.9927;3.05;0.45;10.5;6,0.412655151,2894
6;0.26;0.34;1.3;0.046;6;29;0.9924;3.29;0.63;10.4;5,0.874792133,596
6.1;0.24;0.27;9.8;0.062;33;152;0.9966;3.31;0.47;9.5;6,0.652760403,1687
8;0.24;0.3;17.45;0.056;43;184;0.9997;3.05;0.5;9.2;6,0.066883191,4549
7.6;0.21;0.6;2.1;0.046;47;165;0.9936;3.05;0.54;10.1;7,0.934669176,302
8;0.19;0.36;1.8;0.05;16;84;0.9936;3.15;0.45;9.8;7,0.606241451,1930
6.4;0.28;0.41;6.8;0.045;61;216;0.9952;3.09;0.46;9.4;5,0.181809314,4012
6.4;0.28;0.43;7.1;0.045;60;221;0.9952;3.09;0.45;9.4;6,0.689124622,1519
6.9;0.24;0.39;1.3;0.063;18;136;0.9928;3.31;0.48;10.4;7,0.011086908,4843
5.8;0.36;0.26;3.3;0.038;40;153;0.9911;3.34;0.55;11.3;6,0.731367299,1286
6.6;0.18;0.28;3.3;0.044;18;91;0.993;3.42;0.64;10.8;6,0.213301954,3857
5.8;0.36;0.26;3.3;0.038;40;153;0.9911;3.34;0.55;11.3;6,0.556087698,2196
5.1;0.52;0.06;2.7;0.052;30;79;0.9932;3.32;0.43;9.3;5,0.598772464,1974
6.6;0.22;0.37;1.2;0.059;45;199;0.993;3.37;0.55;10.3;7,0.585082506,2041
8.3;0.15;0.39;1.3;0.055;32;146;0.993;3.08;0.39;10.5;6,0.573218319,2109
7.6;0.16;0.44;1.4;0.043;25;109;0.9932;3.11;0.75;10.3;6,0.901144959,457
7.7;0.16;0.41;1.7;0.048;60;173;0.9932;3.24;0.66;11.2;7,0.725713448,1318
8.3;0.16;0.48;1.7;0.057;31;98;0.9943;3.15;0.41;10.3;6,0.358130906,3143
6.2;0.25;0.47;11.6;0.048;62;210;0.9968;3.19;0.5;9.5;5,0.62287274,1836
6.1;0.16;0.27;12.6;0.064;63;162;0.9994;3.66;0.43;8.9;5,0.553983305,2209
7.6;0.39;0.22;2.8;0.036;19;113;0.9926;3.03;0.29;10.2;5,0.402075322,2936
6.8;0.37;0.47;11.2;0.071;44;136;0.9968;2.98;0.88;9.2;5,0.18092245,4016
7.6;0.16;0.44;1.4;0.043;25;109;0.9932;3.11;0.75;10.3;6,0.285790471,3512
7.1;0.18;0.42;1.4;0.045;47;157;0.9916;2.95;0.31;10.5;6,0.319928425,3333
8.3;0.14;0.26;1.5;0.049;56;189;0.9946;3.21;0.62;9.5;6,0.736591518,1261
8.6;0.2;0.42;1.5;0.041;35;125;0.9925;3.11;0.49;11.4;7,0.322018585,3319
8.6;0.2;0.42;1.5;0.041;35;125;0.9925;3.11;0.49;11.4;7,0.759221681,1132
6.8;0.19;0.32;7.05;0.019;54;188;0.9935;3.25;0.37;11.1;8,0.815724035,870
7.6;0.19;0.38;10.6;0.06;48;174;0.9962;3.13;0.38;10.5;6,0.819679113,843
6.8;0.34;0.74;2.8;0.088;23;185;0.9928;3.51;0.7;12;6,0.302567968,3428
6.2;0.15;0.46;1.6;0.039;38;123;0.993;3.38;0.51;9.7;6,0.023002685,4779
6.6;0.14;0.44;1.6;0.042;47;140;0.993;3.32;0.51;10.2;6,0.646787357,1713
8;0.55;0.17;8.2;0.04;13;60;0.9956;3.09;0.3;9.5;4,0.11228465,4345
7;0.24;0.35;1.5;0.052;51;128;0.9941;3.41;0.59;10.4;7,0.918096136,383
6.3;0.6;0.44;11;0.05;50;245;0.9972;3.19;0.57;9.3;4,0.232229353,3771
7.1;0.2;0.41;2.1;0.054;24;166;0.9948;3.48;0.62;10.5;6,0.739022936,1246
6.2;0.34;0.29;7.6;0.047;45;232;0.9955;3.35;0.62;10;6,0.888477321,528
7.1;0.3;0.36;6.8;0.055;44.5;234;0.9972;3.49;0.64;10.2;6,0.775000729,1058
7.1;0.3;0.36;6.8;0.055;44.5;234;0.9972;3.49;0.64;10.2;6,0.419087151,2858
7.9;0.64;0.46;10.6;0.244;33;227;0.9983;2.87;0.74;9.1;3,0.387555518,3006
8.8;0.17;0.38;1.8;0.04;39;148;0.9942;3.16;0.67;10.2;6,0.561528694,2174
7.5;0.17;0.37;1.5;0.06;18;75;0.9936;3.54;0.88;10.7;5,0.778598508,1044
7.1;0.47;0.24;6;0.044;11;77;0.9956;3.21;0.56;9.7;5,0.804705346,924
7.1;0.15;0.34;5.3;0.034;33;104;0.9953;3.37;0.52;9.3;7,0.042603899,4693
7.5;0.17;0.34;1.4;0.035;13;102;0.9918;3.05;0.74;11;5,0.38002446,3046
8.2;0.68;0.3;2.1;0.047;17;138;0.995;3.22;0.71;10.8;4,0.000174131,4896
7.7;0.275;0.3;1;0.039;19;75;0.992;3.01;0.56;10.7;5,0.001957857,4889
7.3;0.49;0.32;5.2;0.043;18;104;0.9952;3.24;0.45;10.7;4,0.175580501,4044
7.5;0.33;0.48;19.45;0.048;55;243;1.001;2.95;0.4;8.8;5,0.129369985,4248
7.2;0.21;0.37;1.6;0.049;23;94;0.9924;3.16;0.48;10.9;7,0.758836011,1133
7.3;0.15;0.4;2;0.05;24;92;0.9932;3.14;0.45;10.5;5,0.627352133,1819
6.5;0.19;0.1;1.3;0.046;23;107;0.9937;3.29;0.45;10;5,0.41616441,2877
7;0.31;0.52;1.7;0.029;5;61;0.9918;3.07;0.43;10.4;5,0.359863847,3132
8.3;0.4;0.38;1.1;0.038;15;75;0.9934;3.03;0.43;9.2;5,0.84382455,722
6.1;0.37;0.36;4.7;0.035;36;116;0.991;3.31;0.62;12.6;6,0.182676752,4005
7.3;0.24;0.34;7.5;0.048;29;152;0.9962;3.1;0.54;9;5,0.704767456,1428
6.9;0.21;0.81;1.1;0.137;52;123;0.9932;3.03;0.39;9.2;6,0.739963747,1236
7.6;0.29;0.42;1.3;0.035;18;86;0.9908;2.99;0.39;11.3;5,0.020693156,4798
9.4;0.29;0.55;2.2;0.05;17;119;0.9962;3.12;0.69;10.3;4,0.601676959,1953
7;0.31;0.52;1.7;0.029;5;61;0.9918;3.07;0.43;10.4;5,0.806530008,916
8.6;0.26;0.41;2.2;0.049;29;111;0.9941;2.96;0.44;10;5,0.495923275,2510
7.5;0.21;0.34;1.2;0.06;26;111;0.9931;3.51;0.47;10.7;6,0.809872515,904
7.2;0.51;0.24;10;0.093;35;197;0.9981;3.41;0.47;9;5,0.208306808,3881
7.5;0.21;0.34;1.2;0.06;26;111;0.9931;3.51;0.47;10.7;6,0.091004985,4448
5.3;0.3;0.2;1.1;0.077;48;166;0.9944;3.3;0.54;8.7;4,0.449842472,2706
8;0.26;0.36;2;0.054;30;121;0.992;3.09;0.72;11.6;7,0.895147232,492
7;0.21;0.28;7.5;0.07;45;185;0.9966;3.34;0.55;9.4;5,0.639888142,1754
6.7;0.26;0.26;4;0.079;35.5;216;0.9956;3.31;0.68;9.5;5,0.240881093,3723
6.7;0.26;0.26;4.1;0.073;36;202;0.9956;3.3;0.67;9.5;5,0.616414903,1870
8.1;0.26;0.37;1.9;0.072;48;159;0.9949;3.37;0.7;10.9;6,0.755996005,1154
8.3;0.22;0.38;14.8;0.054;32;126;1.0002;3.22;0.5;9.7;5,0.953302728,214
6.4;0.3;0.51;5.5;0.048;62;172;0.9942;3.08;0.45;9.1;6,0.499220583,2487
7.5;0.19;0.34;2.6;0.037;33;125;0.9923;3.1;0.49;11.1;7,0.750088207,1182
8.8;0.33;0.44;6.35;0.024;9;87;0.9917;2.96;0.4;12.6;7,0.267920523,3591
6.9;0.2;0.36;1.5;0.031;38;147;0.9931;3.35;0.56;11;6,0.826786296,800
8;0.37;0.32;1.6;0.04;32;166;0.992;3;0.55;11.3;7,0.728947407,1304
8.3;0.22;0.38;14.8;0.054;32;126;1.0002;3.22;0.5;9.7;5,0.419604959,2855
8.2;0.29;0.33;9.1;0.036;28;118;0.9953;2.96;0.4;10.9;7,0.924941039,356
7.7;0.34;0.3;8;0.048;25;192;0.9951;2.97;0.47;10.9;5,0.740910142,1230
6.2;0.55;0.45;12;0.049;27;186;0.9974;3.17;0.5;9.3;6,0.064904915,4560
6.4;0.4;0.19;3.2;0.033;28;124;0.9904;3.22;0.54;12.7;7,0.9711965,140
7.5;0.28;0.33;7.7;0.048;42;180;0.9974;3.37;0.59;10.1;6,0.329828154,3285
7.8;0.26;0.44;1.3;0.037;43;132;0.9944;3.18;0.65;10;5,0.612505817,1896
6.5;0.26;0.34;16.3;0.051;56;197;1.0004;3.49;0.42;9.8;5,0.376713432,3064
6.3;0.34;0.29;6.2;0.046;29;227;0.9952;3.29;0.53;10.1;6,0.69039217,1511
6.8;0.15;0.33;4.7;0.059;31;118;0.9956;3.43;0.39;9;7,0.266061876,3600
6.3;0.27;0.25;5.8;0.038;52;155;0.995;3.28;0.38;9.4;6,0.427169641,2818
6.3;0.27;0.25;5.8;0.038;52;155;0.995;3.28;0.38;9.4;6,0.537062178,2294
7.4;0.2;0.37;16.95;0.048;43;190;0.9995;3.03;0.42;9.2;6,0.447873413,2714
6.3;0.23;0.21;5.1;0.035;29;142;0.9942;3.36;0.33;10.1;7,0.222923509,3814
7.3;0.31;0.69;10.2;0.041;58;160;0.9977;3.06;0.45;8.6;5,0.218771318,3836
5.2;0.24;0.45;3.8;0.027;21;128;0.992;3.55;0.49;11.2;8,0.189233611,3975
7;0.24;0.32;1.3;0.037;39;123;0.992;3.17;0.42;11.2;8,0.638417134,1764
7.4;0.2;0.37;16.95;0.048;43;190;0.9995;3.03;0.42;9.2;6,0.337880212,3246
7;0.17;0.33;4;0.034;17;127;0.9934;3.19;0.39;10.6;7,0.390371353,2991
8.3;0.21;0.58;17.1;0.049;62;213;1.0006;3.01;0.51;9.3;6,0.635415472,1781
7.2;0.21;0.35;14.5;0.048;35;178;0.9982;3.05;0.47;8.9;6,0.357808884,3148
7.1;0.21;0.4;1.2;0.069;24;156;0.9928;3.42;0.43;10.6;6,0.334497101,3265
8.4;0.17;0.31;6.7;0.038;29;132;0.9945;3.1;0.32;10.6;7,0.632422612,1800
7.4;0.24;0.31;8.4;0.045;52;183;0.9963;3.09;0.32;8.8;5,0.549400551,2234
5.3;0.24;0.33;1.3;0.033;25;97;0.9906;3.59;0.38;11;8,0.096714684,4422
6.5;0.28;0.26;8.8;0.04;44;139;0.9956;3.32;0.37;10.2;6,0.94193119,274
6.3;0.23;0.21;5.1;0.035;29;142;0.9942;3.36;0.33;10.1;7,0.97219274,135
6.5;0.29;0.25;10.6;0.039;32;120;0.9962;3.31;0.34;10.1;6,0.137353657,4215
5.8;0.29;0.21;2.6;0.025;12;120;0.9894;3.39;0.79;14;7,0.8483142,706
6.3;0.27;0.25;5.8;0.038;52;155;0.995;3.28;0.38;9.4;6,0.974893528,122
6.3;0.17;0.42;2.8;0.028;45;107;0.9908;3.27;0.43;11.8;6,0.034356381,4732
6.3;0.16;0.4;1.6;0.033;59;148;0.9914;3.44;0.53;11.4;5,0.426245475,2822
7.9;0.29;0.39;6.7;0.036;6;117;0.9938;3.12;0.42;10.7;5,0.728946088,1305
7.3;0.31;0.69;10.2;0.041;58;160;0.9977;3.06;0.45;8.6;5,0.999327598,7
5.5;0.32;0.45;4.9;0.028;25;191;0.9922;3.51;0.49;11.5;7,0.968678385,149
5.2;0.24;0.45;3.8;0.027;21;128;0.992;3.55;0.49;11.2;8,0.863905516,641
7.2;0.37;0.15;2;0.029;27;87;0.9903;3.3;0.59;12.6;7,0.092899757,4442
6.1;0.29;0.27;1.7;0.024;13;76;0.9893;3.21;0.51;12.6;7,0.969906064,146
9.2;0.22;0.4;2.4;0.054;18;151;0.9952;3.04;0.46;9.3;4,0.44610134,2723
7.2;0.37;0.15;2;0.029;27;87;0.9903;3.3;0.59;12.6;7,0.333660388,3268
8;0.18;0.37;1.3;0.04;15;96;0.9912;3.06;0.61;12.1;6,0.222152073,3817
6.5;0.22;0.34;12;0.053;55;177;0.9983;3.52;0.44;9.9;6,0.530274045,2331
7.4;0.18;0.4;1.6;0.047;22;102;0.9937;3.28;0.44;10.7;5,0.207230829,3890
6.5;0.52;0.17;1.4;0.047;5;26;0.9932;3.26;0.32;10;4,0.680261462,1556
7;0.15;0.38;2.2;0.047;33;96;0.9928;3.13;0.39;10.4;8,0.696531041,1480
5.9;0.415;0.13;1.4;0.04;11;64;0.9922;3.29;0.52;10.5;5,0.760579124,1124
8.1;0.45;0.34;8.3;0.037;33;216;0.9976;3.31;0.64;9.7;5,0.331626174,3276
5.8;0.415;0.13;1.4;0.04;11;64;0.9922;3.29;0.52;10.5;5,0.819642029,844
6.4;0.5;0.16;12.9;0.042;26;138;0.9974;3.28;0.33;9;5,0.346090442,3205
6.7;0.105;0.32;12.4;0.051;34;106;0.998;3.54;0.45;9.2;6,0.735620373,1266
6;0.4;0.3;1.6;0.047;30;117;0.9931;3.17;0.48;10.1;6,0.284203443,3519
6.6;0.25;0.39;1.45;0.04;40;89;0.9911;3.35;0.4;11.4;7,0.248521956,3686
9.8;0.36;0.45;1.6;0.042;11;124;0.9944;2.93;0.46;10.8;5,0.04035215,4705
9.6;0.23;0.4;1.5;0.044;19;135;0.9937;2.96;0.49;10.9;5,0.362910958,3120
6.3;0.55;0.45;13;0.047;33;182;0.9974;3.2;0.46;9.2;6,0.468909313,2632
6.5;0.115;0.29;1.95;0.038;73;166;0.989;3.12;0.25;12.9;7,0.062297285,4577
6.4;0.125;0.29;5.85;0.042;24;99;0.992;3.23;0.32;12;7,0.557734778,2193
5.7;0.1;0.27;1.3;0.047;21;100;0.9928;3.27;0.46;9.5;5,0.009839254,4851
7.9;0.25;0.29;5.3;0.031;33;117;0.9918;3.06;0.32;11.8;7,0.455839439,2679
6.9;0.2;0.28;1.2;0.048;36;159;0.9936;3.19;0.43;9.1;6,0.615662902,1876
6.9;0.23;0.34;4;0.047;24;128;0.9944;3.2;0.52;9.7;6,0.570903389,2119
6.8;0.39;0.31;14.35;0.043;28;162;0.9988;3.17;0.54;9.1;5,0.156224641,4127
8.7;0.22;0.42;2.3;0.053;27;114;0.994;2.99;0.43;10;5,0.896096948,485
7.4;0.41;0.34;4.7;0.042;19;127;0.9953;3.25;0.42;10.4;5,0.765142411,1099
6.7;0.25;0.34;12.85;0.048;30;161;0.9986;3.44;0.47;9.5;6,0.517655483,2406
6;0.26;0.42;5.2;0.027;70;178;0.9914;3.4;0.4;12.3;8,0.373355765,3077
6.1;0.31;0.37;8.4;0.031;70;170;0.9934;3.42;0.4;11.7;8,0.078330388,4488
9.2;0.28;0.46;3.2;0.058;39;133;0.996;3.14;0.58;9.5;5,0.541326026,2263
9;0.31;0.49;6.9;0.034;26;91;0.9937;2.99;0.34;11.5;5,0.776913545,1050
8.5;0.16;0.33;1;0.076;17;57;0.9921;3.14;0.46;10.6;6,0.536760448,2296
9.3;0.34;0.49;7.3;0.052;30;146;0.998;3.17;0.61;10.2;5,0.307229784,3406
9.2;0.28;0.46;3.2;0.058;39;133;0.996;3.14;0.58;9.5;5,0.197622525,3926
7.2;0.24;0.3;1.6;0.048;27;131;0.9933;3.25;0.45;10.5;5,0.450181543,2703
7.2;0.25;0.32;1.5;0.047;27;132;0.9933;3.26;0.44;10.5;5,0.869645317,621
6.8;0.32;0.18;7.5;0.041;71;223;0.9959;3.14;0.41;8.9;5,0.905905178,437
9.1;0.27;0.32;1.1;0.031;15;151;0.9936;3.03;0.41;10.6;5,0.574494057,2099
8.9;0.34;0.32;1.3;0.041;12;188;0.9953;3.17;0.49;9.5;5,0.025485921,4768
7;0.17;0.37;5.7;0.025;29;111;0.9938;3.2;0.49;10.8;6,0.600456993,1960
6.7;0.25;0.23;7.2;0.038;61;220;0.9952;3.14;0.35;9.5;5,0.713620489,1389
6.9;0.32;0.17;7.6;0.042;69;219;0.9959;3.13;0.4;8.9;5,0.459790673,2664
6.8;0.32;0.18;7.5;0.041;71;223;0.9959;3.14;0.41;8.9;5,0.627680183,1817
6.1;0.6;0;1.3;0.042;24;79;0.9937;3.31;0.38;9.4;4,0.556619147,2195
5.3;0.395;0.07;1.3;0.035;26;102;0.992;3.5;0.35;10.6;6,0.742357601,1220
7.9;0.16;0.3;4.8;0.037;37;171;0.9967;3.47;0.44;9;4,0.886613137,541
7.6;0.33;0.36;2.1;0.034;26;172;0.9944;3.42;0.48;10.5;4,0.392365491,2986
7.8;0.3;0.29;16.85;0.054;23;135;0.9998;3.16;0.38;9;6,0.442757552,2741
7.8;0.3;0.29;16.85;0.054;23;135;0.9998;3.16;0.38;9;6,0.244296952,3708
5.7;0.26;0.27;4.1;0.201;73.5;189.5;0.9942;3.27;0.38;9.4;6,0.421496836,2846
7.8;0.3;0.29;16.85;0.054;23;135;0.9998;3.16;0.38;9;6,0.347629712,3198
7.5;0.14;0.34;1.3;0.055;50;153;0.9945;3.29;0.8;9.6;6,0.358093797,3144
7.8;0.3;0.29;16.85;0.054;23;135;0.9998;3.16;0.38;9;6,0.532699165,2318
6.6;0.25;0.41;7.4;0.043;29;151;0.9946;3.15;0.6;10.2;7,0.276862023,3555
5.7;0.26;0.27;4.1;0.201;73.5;189.5;0.9942;3.27;0.38;9.4;6,0.326295778,3305
8.2;0.23;0.49;0.9;0.057;15;73;0.9928;3.07;0.38;10.4;6,0.34367173,3218
6;0.24;0.32;6.3;0.03;34;129;0.9946;3.52;0.41;10.4;5,0.559917321,2182
6.1;0.45;0.27;0.8;0.039;13;82;0.9927;3.23;0.32;9.5;5,0.304998841,3416
7.4;0.23;0.43;1.4;0.044;22;113;0.9938;3.22;0.62;10.6;6,0.06836923,4544
7.2;0.2;0.38;1;0.037;21;74;0.9918;3.21;0.37;11;5,0.5933889,1997
7.5;0.14;0.34;1.3;0.055;50;153;0.9945;3.29;0.8;9.6;6,0.989365549,57
7.7;0.25;0.43;4.5;0.062;20;115;0.9966;3.38;0.5;9.9;6,0.90279272,449
8.2;0.61;0.45;5.4;0.03;15;118;0.9954;3.14;0.34;9.6;5,0.516643984,2412
7.6;0.21;0.44;1.9;0.036;10;119;0.9913;3.01;0.7;12.8;6,0.04923376,4658
7.4;0.22;0.33;2;0.045;31;101;0.9931;3.42;0.55;11.4;5,0.252558867,3668
7.2;0.26;0.26;12.7;0.036;49;214;0.9986;3.41;0.5;10;6,0.659699235,1650
6.4;0.25;0.41;8.6;0.042;57;173;0.9965;3;0.44;9.1;5,0.387020821,3012
6.3;0.32;0.35;11.1;0.039;29;198;0.9984;3.36;0.5;9.4;7,0.515925153,2417
6.8;0.25;0.29;2;0.042;19;189;0.9952;3.46;0.54;10.2;6,0.439538394,2755
9.8;0.44;0.4;2.8;0.036;35;167;0.9956;2.97;0.39;9.2;5,0.754206119,1164
7.2;0.2;0.25;4.5;0.044;31;109;0.9949;3.23;0.36;9.4;5,0.298667783,3452
8.2;0.61;0.45;5.4;0.03;15;118;0.9954;3.14;0.34;9.6;5,0.114190766,4334
7.5;0.42;0.45;9.1;0.029;20;125;0.996;3.12;0.36;10.1;6,0.234281516,3758
7.4;0.22;0.33;2;0.045;31;101;0.9931;3.42;0.55;11.4;5,0.694946194,1488
6.4;0.26;0.3;2.2;0.025;33;134;0.992;3.21;0.47;10.6;6,0.252562057,3667
7.9;0.46;0.32;4.1;0.033;40;138;0.9912;3.18;0.44;12.8;7,0.246411764,3697
6.5;0.41;0.64;11.8;0.065;65;225;0.9978;3.12;0.51;8.9;5,0.416487876,2874
7.5;0.32;0.37;1.2;0.048;22;184;0.9938;3.09;0.43;9.3;5,0.827083511,796
6.6;0.21;0.38;2.2;0.026;40;104;0.9914;3.25;0.4;11.1;8,0.75780574,1139
7.1;0.21;0.3;1.4;0.037;45;143;0.9932;3.13;0.33;9.9;6,0.967355828,156
7.6;0.26;0.47;1.6;0.068;5;55;0.9944;3.1;0.45;9.6;5,0.681993254,1544
7.6;0.21;0.44;1.9;0.036;10;119;0.9913;3.01;0.7;12.8;6,0.199620854,3917
6.9;0.25;0.26;5.2;0.024;36;135;0.9948;3.16;0.72;10.7;7,0.049957331,4654
7.1;0.26;0.32;14.45;0.074;29;107;0.998;2.96;0.42;9.2;6,0.142890591,4189
7.3;0.22;0.4;14.75;0.042;44.5;129.5;0.9998;3.36;0.41;9.1;7,0.790261362,984
6.2;0.37;0.22;8.3;0.025;36;216;0.9964;3.33;0.6;9.6;6,0.504242496,2467
7.9;0.22;0.45;14.2;0.038;53;141;0.9992;3.03;0.46;9.2;6,0.701675711,1449
6.9;0.25;0.26;5.2;0.024;36;135;0.9948;3.16;0.72;10.7;7,0.932034538,312
7.3;0.22;0.4;14.75;0.042;44.5;129.5;0.9998;3.36;0.41;9.1;7,0.06262697,4574
7.1;0.26;0.32;14.45;0.074;29;107;0.998;2.96;0.42;9.2;6,0.664709155,1630
7.4;0.25;0.37;6.9;0.02;14;93;0.9939;3;0.48;10.7;7,0.516149755,2416
6.8;0.18;0.37;1.5;0.027;37;93;0.992;3.3;0.45;10.8;6,0.745830027,1198
